EventID,SampleID,SampleID_ENA,SiteID,DateTime,Latitude,Longitude,environment (biome),environment (material),environment (feature),project name,Marine Region,Sampling Platform,Depth,Depth_unit,Depth_unitUrl,Depth_flag,Protocol Label,Sampling Campaign,SAMPLE_Objective,EVENT_Device,EVENT_Method,EVENT_Comment,SAMPLE_Quantity,SAMPLE_Quantity_unit,SAMPLE_Quantity_unitUrl,SAMPLE_Quantity_flag,SAMPLE_FiltrationTime,SAMPLE_FiltrationTime_unit,SAMPLE_FiltrationTime_unitUrl,SAMPLE_FiltrationTime_flag,SAMPLE_Container,SAMPLE_Content,SAMPLE_Size-Fraction_UpperThreshold,SAMPLE_Size-Fraction_LowerThreshold,SAMPLE_Size-Fraction_LowerThreshold_unit,SAMPLE_Size-Fraction_LowerThreshold_unitUrl,SAMPLE_Size-Fraction_LowerThreshold_flag,SAMPLE_Treatment_Chemicals,SAMPLE_Treatment_Storage,Temperature,Temperature_unit,Temperature_unitUrl,Temperature_flag,Salinity,Salinity_unit,Salinity_unitUrl,Salinity_flag,CTD_Conductivity,CTD_Conductivity_unit,CTD_Conductivity_unitUrl,CTD_Conductivity_flag,CTD_Fluorescence,CTD_Fluorescence_unit,CTD_Fluorescence_unitUrl,CTD_Fluorescence_flag,CTD_Depth,CTD_Depth_unit,CTD_Depth_unitUrl,CTD_Depth_flag,Seawater Nutrients Concentration_Ammonium,Seawater Nutrients Concentration_Ammonium_unit,Seawater Nutrients Concentration_Ammonium_unitUrl,Seawater Nutrients Concentration_Ammonium_flag,Seawater Nutrients Concentration_Nitrate,Seawater Nutrients Concentration_Nitrate_unit,Seawater Nutrients Concentration_Nitrate_unitUrl,Seawater Nutrients Concentration_Nitrate_flag,Seawater Nutrients Concentration_Nitrite,Seawater Nutrients Concentration_Nitrite_unit,Seawater Nutrients Concentration_Nitrite_unitUrl,Seawater Nutrients Concentration_Nitrite_flag,Seawater Nutrients Concentration_Phosphate,Seawater Nutrients Concentration_Phosphate_unit,Seawater Nutrients Concentration_Phosphate_unitUrl,Seawater Nutrients Concentration_Phosphate_flag,Seawater Nutrients Concentration_Silicate,Seawater Nutrients Concentration_Silicate_unit,Seawater Nutrients Concentration_Silicate_unitUrl,Seawater Nutrients Concentration_Silicate_flag,Seawater Chemical Properties_pH,Seawater Chemical Properties_pH_unit,Seawater Chemical Properties_pH_unitUrl,Seawater Chemical Properties_pH_flag,Seawater Chemical Properties_Dissolved Oxygen concentration,Seawater Chemical Properties_Dissolved Oxygen concentration_unit,Seawater Chemical Properties_Dissolved Oxygen concentration_unitUrl,Seawater Chemical Properties_Dissolved Oxygen concentration_flag,Seawater Optical Properties_Downward PAR,Seawater Optical Properties_Downward PAR_unit,Seawater Optical Properties_Downward PAR_unitUrl,Seawater Optical Properties_Downward PAR_flag,Seawater Optical Properties_Turbidity,Seawater Optical Properties_Turbidity_unit,Seawater Optical Properties_Turbidity_unitUrl,Seawater Optical Properties_Turbidity_flag,Organic Matter Concentration (Amount or Mass)_DON,Organic Matter Concentration (Amount or Mass)_DON_unit,Organic Matter Concentration (Amount or Mass)_DON_flag,Organic Matter Concentration (Amount or Mass)_POC,Organic Matter Concentration (Amount or Mass)_POC_unit,Organic Matter Concentration (Amount or Mass)_POC_unitUrl,Organic Matter Concentration (Amount or Mass)_POC_flag,Organic Matter Concentration (Amount or Mass)_PON,Organic Matter Concentration (Amount or Mass)_PON_unit,Organic Matter Concentration (Amount or Mass)_PON_unitUrl,Organic Matter Concentration (Amount or Mass)_PON_flag,Organism Concentration (Amount Volume or Mass)_Pigment concentrations,Organism Concentration (Amount Volume or Mass)_Pigment concentrations_unit,Organism Concentration (Amount Volume or Mass)_Pigment concentrations_unitUrl,Organism Concentration (Amount Volume or Mass)_Pigment concentrations_flag,Organism Concentration (Amount Volume or Mass)_Nano/Microplankton,Organism Concentration (Amount Volume or Mass)_Nano/Microplankton_unit,Organism Concentration (Amount Volume or Mass)_Nano/Microplankton_flag,ENA_BioSampleID,ENA_BioProjectID_TargetGene18S,ENA_BioProjectID_TargetGeneMG,ENA_BioProjectID_TargetGene16S
OSD24_2018-06,OSD24_2018-06_NPL022_1,OSD24_2018-06_1_NPL022,OSD24,2018-06-21T10:37:00Z,35.1927,-2.88,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25602,not provided,1,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,NPL022,OSD-Jun-2018,not provided,5L bucket,the water was collected in a 5L buckets in a specific geolocation using a boat,not provided,1.04,l,http://vocab.nerc.ac.uk/collection/P06/current/ULIT/ ,,40,min,http://vocab.nerc.ac.uk/collection/P06/current/UMIN/ ,,Cryovial 5ml,particulate matter on a 142 mm PC membrane,no prefiltration,0.22,microns,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,,no treatment,-80,24,centigrade,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,,38.2,PSU,http://vocab.nerc.ac.uk/collection/P06/current/UGKG/,,54,mS/cm,http://vocab.nerc.ac.uk/collection/P06/current/MSPM/,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,40,micromol/l,,Given value is a range: 30-50,not provided,not provided,,,8,dimensionless,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,,not provided,not provided,,,not provided,not provided,,,3.2,NTU,http://vocab.nerc.ac.uk/collection/P06/current/USTU/,Given unit does not match required unit (FTU). ,not provided,not provided,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,SAMEA7392474,,,PRJEB40757
OSD26_2018-06,OSD26_2018-06_NPL022_1,OSD26_2018-06_1_NPL022,OSD26,2018-06-21T10:45:00Z,35.82,-5.75,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=8367,not provided,1,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,NPL022,OSD-Jun-2018,not provided,5L bucket,the water was collected from the coastline in a 5L buckets,not provided,1.5,l,http://vocab.nerc.ac.uk/collection/P06/current/ULIT/ ,,50,min,http://vocab.nerc.ac.uk/collection/P06/current/UMIN/ ,,Cryovial 5ml,particulate matter on a 142 mm PC membrane,no prefiltration,0.22,microns,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,,no treatment,-80,24,centigrade,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,,not provided,not provided,,,11.5,mS/cm,http://vocab.nerc.ac.uk/collection/P06/current/MSPM/,,not provided,not provided,,,1,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,40,micromol/l,,Given value is a range: 30-50,not provided,not provided,,,8.2,dimensionless,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,,not provided,not provided,,,not provided,not provided,,,6.92,NTU,http://vocab.nerc.ac.uk/collection/P06/current/USTU/,Given unit does not match required unit (FTU). ,not provided,not provided,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,SAMEA7392473,to be added,PRJEB40760,PRJEB40757
OSD30_2018-06,OSD30_2018-06_NPL022_1,OSD30_2018-06_1_NPL022,OSD30,2018-06-19T09:00:00Z,59.8553,23.2633,neritic epipelagic zone biome [ENVO:01000042], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25672,R/V J.A. Palmen,1,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,NPL022,OSD-Jun-2018,not provided,2 x 2L Limnos,Limnoses were deployed just below surface with a rope,not provided,0.7,l,http://vocab.nerc.ac.uk/collection/P06/current/ULIT/ ,,27,min,http://vocab.nerc.ac.uk/collection/P06/current/UMIN/ ,,Sterivex,not provided,no prefiltration,0.22,microns,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,,no treatment,-80,13.8,centigrade,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,,5.74,PSU,http://vocab.nerc.ac.uk/collection/P06/current/UGKG/,,7.96,mS/cm,http://vocab.nerc.ac.uk/collection/P06/current/MSPM/,,2.895,mg/m3,http://vocab.nerc.ac.uk/collection/P06/current/UMMC/,Given unit does not match required unit.,1,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,2,microg/l,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/,Given unit does not match required unit.,3,microg/l,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/,Given unit does not match required unit.,1,microg/l,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/,Given unit does not match required unit (micromol/l). ,5.4,microg/l,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/,Given unit does not match required unit (micromol/l). ,185.8,microg/l,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/,Given unit does not match required unit.,8.31,dimensionless,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,,7.3,mg/l,http://vocab.nerc.ac.uk/collection/P06/current/UMGL/,Given unit does not match required unit.,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,SAMEA7392472,,,PRJEB40757
OSD39_2018-06,OSD39_2018-06_NPL022_1,OSD39_2018-06_1_NPL022,OSD39,2018-06-21T10:57:00Z,32.7529,-79.8998,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=18952,off cove by S.C. Dept. of Nature Resources,1,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,NPL022,OSD-Jun-2018,not provided,2L Nalgene bottles,Submerged under surface to fill the bottle by hand,Prokaryotic samples,1.1,l,http://vocab.nerc.ac.uk/collection/P06/current/ULIT/ ,,140,min,http://vocab.nerc.ac.uk/collection/P06/current/UMIN/ ,,Sterivex,particulate matter on 0.22 microm pore size filter,no prefiltration,0.22,microns,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,,no treatment,-80,30.4,centigrade,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,,22.19,PSU,http://vocab.nerc.ac.uk/collection/P06/current/UGKG/,,35.431,mS/cm,http://vocab.nerc.ac.uk/collection/P06/current/MSPM/,,not provided,not provided,,,1,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,7.65,dimensionless,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,,6.05,mg/l,http://vocab.nerc.ac.uk/collection/P06/current/UMGL/,Given unit does not match required unit.,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,SAMEA7392471,to be added,PRJEB40760,PRJEB40757
OSD4_2018-06,OSD4_2018-06_NPL022_1,OSD4_2018-06_1_NPL022,OSD4,2018-06-21T13:00:00Z,40.808,14.25,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25611,Hippocampo,0,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,NPL022,OSD-Jun-2018,not provided,Niskin bottle,not provided,not provided,0.67,l,http://vocab.nerc.ac.uk/collection/P06/current/ULIT/ ,,35,min,http://vocab.nerc.ac.uk/collection/P06/current/UMIN/ ,,Sterivex,particulate matter on 0.22 microm pore size filter,no prefiltration,0.22,microns,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,,no treatment,-80,24.8,centigrade,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,,36.93,PSU,http://vocab.nerc.ac.uk/collection/P06/current/UGKG/,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,SAMEA7392481,to be added,PRJEB40760,PRJEB40757
OSD43_2018-06,OSD43_2018-06_NPL022_1,OSD43_2018-06_1_NPL022,OSD43,2018-06-21T11:42:00Z,32.867,-117.2573,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25365,Pier with bucket,0,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,NPL022,OSD-Jun-2018,OSD2018 samples,acid washed bucket,pile wench,There were divers in the vicinity which is unusual. They could have stirred sediment but not known if they did or not.,2,l,http://vocab.nerc.ac.uk/collection/P06/current/ULIT/ ,,30,min,http://vocab.nerc.ac.uk/collection/P06/current/UMIN/ ,,Sterivex,particulate matter on 0.22 microm pore size filter,no prefiltration,0.22,microns,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,,no treatment,-80,19.85,centigrade,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,,34,PSU,http://vocab.nerc.ac.uk/collection/P06/current/UGKG/,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,not provided,not provided,,,not provided,not provided,,,2.47,mg/m^3,,,not provided,not provided,,SAMEA7392470,to be added,PRJEB40760,PRJEB40757
OSD47_2018-06,OSD47_2018-06_NPL022_1,OSD47_2018-06_1_NPL022,OSD47,2018-06-21T10:47:00Z,45.502,12.4176,lagoon [ENVO:00000038], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=3611,Unipd Boat,0,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,NPL022,OSD-Jun-2018,not provided,10L bottle,Bottle immersion on sea surface by hand,not provided,0.48,l,http://vocab.nerc.ac.uk/collection/P06/current/ULIT/ ,,10,min,http://vocab.nerc.ac.uk/collection/P06/current/UMIN/ ,,Sterivex,particulate matter,no prefiltration,0.22,microns,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,,no treatment,-80,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,SAMEA7392469,to be added,PRJEB40760,PRJEB40757
OSD48_2018-06,OSD48_2018-06_NPL022_1,OSD48_2018-06_1_NPL022,OSD48,2018-06-21T07:25:00Z,45.4125,12.5265,mediterranean sea biome [ENVO:01000047], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=3610,Unipd Boat,0,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,NPL022,OSD-Jun-2018,not provided,10L bottle,Bottle immersion on sea surface by hand,not provided,0.96,l,http://vocab.nerc.ac.uk/collection/P06/current/ULIT/ ,,18,min,http://vocab.nerc.ac.uk/collection/P06/current/UMIN/ ,,Sterivex,particulate matter,no prefiltration,0.22,microns,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,,no treatment,-80,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,SAMEA7392468,to be added,PRJEB40760,PRJEB40757
OSD5_2018-06,OSD5_2018-06_NPL022_1,OSD5_2018-06_1_NPL022,OSD5,2018-06-21T09:00:00Z,35.66,24.99,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=3339,HCMR dinghy boat,1,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,NPL022,OSD-Jun-2018,surface water sampling (100lt) CTD cost zooplankton net sampling,Niskin bottles / CTD / zooplankton net,surface water sampling with niskin 100lt CTD cost / vertical sampling zooplankton,not provided,not provided,not provided,,,not provided,not provided,,,Sterivex,particulate matter on 47mm 1.2 microm pore size polycarbonate filter,no prefiltration,0.22,microns,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,,no treatment,-80,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,SAMEA7392480,to be added,PRJEB40760,PRJEB40757
OSD54_2018-06,OSD54_2018-06_NPL022_1,OSD54_2018-06_1_NPL022,OSD54,2018-06-21T06:25:00Z,43.844,-69.6409,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25365,Floating Dock,1,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,NPL022,OSD-Jun-2018,sampling at 1m from floating dock at Deaprtment of Marine Resources Maine USA,5L Niskin bottle,4 X 5L Niskin to fill 20L carboy,Prokaryotic samples (not prefiltered),3.56,l,http://vocab.nerc.ac.uk/collection/P06/current/ULIT/ ,,50,min,http://vocab.nerc.ac.uk/collection/P06/current/UMIN/ ,,Sterivex,particulate matter on 0.22 microm pore size filter,no prefiltration,0.22,microns,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,,no treatment,-80,12.2,centigrade,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,,32,PSU,http://vocab.nerc.ac.uk/collection/P06/current/UGKG/,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,SAMEA7392467,to be added,,PRJEB40757
OSD55_2018-06,OSD55_2018-06_NPL022_1,OSD55_2018-06_1_NPL022,OSD55,2018-06-21T06:04:00Z,43.8604,-69.5781,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25365,Floating Dock,1,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,NPL022,OSD-Jun-2018,sampling at 1m from floating dock at Bigelow Laboratory for Ocean Sciences,2L Niskin bottle,10 X 2L Niskin deployed to fill 20L carboy,Prokaryotic samples (not prefiltered),4,l,http://vocab.nerc.ac.uk/collection/P06/current/ULIT/ ,,45,min,http://vocab.nerc.ac.uk/collection/P06/current/UMIN/ ,,Sterivex,particulate matter on 0.22 microm pore size filter,no prefiltration,0.22,microns,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,,no treatment,-80,12.2,centigrade,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,,32,PSU,http://vocab.nerc.ac.uk/collection/P06/current/UGKG/,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,SAMEA7392466,to be added,,PRJEB40757
OSD60_2018-06,OSD60_2018-06_NPL022_1,OSD60_2018-06_1_NPL022,OSD60,2018-06-21T14:20:00Z,32.334,-79.1929,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25365,Floating Dock,1,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,NPL022,OSD-Jun-2018,not provided,2L Nalgene bottles,Hand dipped / sumberged under water to fill bottle,Prokaryotic samples,1,l,http://vocab.nerc.ac.uk/collection/P06/current/ULIT/ ,,37,min,http://vocab.nerc.ac.uk/collection/P06/current/UMIN/ ,,Sterivex,particulate matter on 0.22 microm pore size filter,no prefiltration,0.22,microns,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,,no treatment,-80,28.5,centigrade,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,,32.56,PSU,http://vocab.nerc.ac.uk/collection/P06/current/UGKG/,,50.3,mS/cm,http://vocab.nerc.ac.uk/collection/P06/current/MSPM/,,not provided,not provided,,,1,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,8.04,dimensionless,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,,6.24,mg/l,http://vocab.nerc.ac.uk/collection/P06/current/UMGL/,Given unit does not match required unit.,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,SAMEA7392465,to be added,PRJEB40760,PRJEB40757
OSD63_2018-06,OSD63_2018-06_NPL022_1,OSD63_2018-06_1_NPL022,OSD63,2018-06-21T09:00:00Z,45.3144,12.5083,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=3610,CNR LITUS� Boat,0,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,NPL022,OSD-Jun-2018,not provided,5L Single bottle,not provided,not provided,3.7,l,http://vocab.nerc.ac.uk/collection/P06/current/ULIT/ ,,60,min,http://vocab.nerc.ac.uk/collection/P06/current/UMIN/ ,,Sterivex,particulate matter,no prefiltration,0.22,microns,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,,no treatment,-80,25.88,centigrade,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,,34.86,PSU,http://vocab.nerc.ac.uk/collection/P06/current/UGKG/,,53.802155,mS/cm,http://vocab.nerc.ac.uk/collection/P06/current/MSPM/,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,5.34575,ml/l,http://vocab.nerc.ac.uk/collection/P06/current/UMLL/,Given unit does not match required unit.,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,SAMEA7392464,,PRJEB40759,PRJEB40757
OSD69_2018-06,OSD69_2018-06_NPL022_1,OSD69_2018-06_1_NPL022,OSD69,2018-06-21T13:35:00Z,45.4568,12.2605,lagoon [ENVO:00000038], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=3611,Unipd Boat,0,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,NPL022,OSD-Jun-2018,not provided,10L bottle,Bottle immersion on sea surface by hand,not provided,0.42,l,http://vocab.nerc.ac.uk/collection/P06/current/ULIT/ ,,8,min,http://vocab.nerc.ac.uk/collection/P06/current/UMIN/ ,,Sterivex,particulate matter,no prefiltration,0.22,microns,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,,no treatment,-80,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,SAMEA7392463,to be added,PRJEB40760,PRJEB40757
OSD70_2018-06,OSD70_2018-06_NPL022_1,OSD70_2018-06_1_NPL022,OSD70,2018-06-21T07:01:00Z,45.4142,12.4378,mediterranean sea biome [ENVO:01000047], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=3610,Unipd Boat,0,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,NPL022,OSD-Jun-2018,not provided,10L bottle,Bottle immersion on sea surface by hand,not provided,1.02,l,http://vocab.nerc.ac.uk/collection/P06/current/ULIT/ ,,20,min,http://vocab.nerc.ac.uk/collection/P06/current/UMIN/ ,,Sterivex,particulate matter,no prefiltration,0.22,microns,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,,no treatment,-80,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,SAMEA7392462,to be added,PRJEB40760,PRJEB40757
OSD74_2018-06,OSD74_2018-06_NPL022_1,OSD74_2018-06_1_NPL022,OSD74,2018-06-22T11:15:00Z,41.1416,-8.6668,estuarine biome [ENVO:01000020], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25368,not provided,1,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,,NPL022,OSD-Jun-2018,OSD investigate ocean microbial diversity,acid washed bucket,Bucket tied with rope,not provided,0.9,l,http://vocab.nerc.ac.uk/collection/P06/current/ULIT/ ,,94,min,http://vocab.nerc.ac.uk/collection/P06/current/UMIN/ ,,Sterivex,particulate matter,no prefiltration,0.22,microns,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,,no treatment,-80,20.3,centigrade,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,,4,PSU,http://vocab.nerc.ac.uk/collection/P06/current/UGKG/,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,,not provided,not provided,,SAMEA7392461,to be added,PRJEB40760,PRJEB40757
