Rank	Taxonpath	Taxon	ERR1	ERR10	ERR11	ERR12	ERR13	ERR14	ERR15	ERR16	ERR17	ERR18	ERR19	ERR2	ERR20	ERR21	ERR22	ERR23	ERR24	ERR25	ERR26	ERR27	ERR28	ERR29	ERR3	ERR30	ERR31	ERR32	ERR33	ERR34	ERR35	ERR36	ERR37	ERR38	ERR39	ERR4	ERR40	ERR41	ERR42	ERR43	ERR44	ERR45	ERR46	ERR47	ERR48	ERR49	ERR5	ERR50	ERR52	ERR53	ERR54	ERR55	ERR56	ERR57	ERR58	ERR59	ERR6	ERR62	ERR63	ERR64	ERR65	ERR66	ERR67	ERR68	ERR7	ERR8	ERR9
kingdom	Main genome;Bacteria;Actinobacteria;Coriobacteriia	Coriobacteriia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Actinobacteria;Thermoleophilia	Thermoleophilia	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	3.25	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Actinobacteria;Acidimicrobiia	Acidimicrobiia	None	None	5.0	9.0	14.0	None	5.0	None	5.5	None	5.5	6.0	None	None	None	None	7.25	5.0	None	8.66666666667	4.0	None	None	None	6.5	9.0	4.5	None	None	15.0	None	3.0	None	3.5	None	6.16666666667	5.25	None	None	None	17.6666666667	None	4.0	5.16666666667	9.16666666667	None	3.5	None	None	19.05	None	None	None	13.0	5.25	None	6.0	6.5	None	None	None	None	None	None	9.16666666667
kingdom	Main genome;Bacteria;Actinobacteria;Rubrobacteria	Rubrobacteria	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Actinobacteria;Nitriliruptoria	Nitriliruptoria	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	1.0	None	None	None	None	None	None	None	None	None	None	None	1.0
kingdom	Main genome;Bacteria;Bacteroidetes;Bacteroidia	Bacteroidia	9.0	108.75	62.5714285714	102.447368421	86.7368421053	81.0	89.5384615385	71.1428571429	92.0416666667	75.0714285714	60.1153846154	67.6428571429	64.0833333333	82.2272727273	56.0	96.2352941176	96.7368421053	90.0333333333	40.3333333333	61.4210526316	94.7794117647	67.3823529412	56.8928571429	35.5625	148.43220339	67.6944444444	134.375	55.2857142857	76.0714285714	68.025	91.2727272727	44.8888888889	52.3461538462	31.125	5.0	100.390243902	90.9230769231	13.5	56.8461538462	39.5	59.5952380952	71.3333333333	85.9705882353	100.818181818	81.6944444444	44.5	39.0833333333	23.6666666667	20.0	45.5	11.0	75.125	89.0	96.1904761905	53.45	19.5	57.5714285714	86.1428571429	82.1153846154	98.0	None	6.0	70.6428571429	58.8928571429	116.913793103
kingdom	Main genome;Bacteria;Bacteroidetes;Rhodothermia	Rhodothermia	None	None	None	None	1.0	None	None	None	None	None	2.0	None	None	None	None	5.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	None	1.0	None	5.0	None	None	1.0	4.0	None	None	None	None	8.0	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	2.0
kingdom	Main genome;Bacteria;Bacteroidetes;Ignavibacteria	Ignavibacteria	None	None	None	1.0	1.0	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Firmicutes;Bacilli	Bacilli	None	1.0	None	None	1.0	None	None	None	None	None	None	5.5	None	None	None	None	None	None	None	None	None	None	None	8.25	None	None	None	None	None	None	1.0	None	None	None	None	2.5	3.5	None	None	5.5	8.25	2.5	None	None	1.0	None	None	13.1666666667	10.1666666667	None	None	None	None	8.0	2.0	None	None	None	None	None	None	2.0	None	None	None
kingdom	Main genome;Bacteria;Firmicutes;Clostridia	Clostridia	None	None	None	2.5	3.0	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	4.0	None	None	1.0	8.0	22.0	3.5	None	None	None	4.0	8.25	None	None	3.0	3.25	2.0	None	None	None	None	None	1.0	None	None	None	None	1.0	None	None	None	None	None	17.1666666667	None	None	None	None	1.0	None	None	3.0	None	None	None
kingdom	Main genome;Bacteria;Firmicutes;Erysipelotrichia	Erysipelotrichia	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Firmicutes;Negativicutes	Negativicutes	3.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	3.0	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	7.0	None	None	None	None	None	None	None	3.0	None	None	None
kingdom	Main genome;Bacteria;Firmicutes;BRH-c20a	BRH-c20a	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Spirochaetes;Spirochaetia	Spirochaetia	None	None	None	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	5.0	None	3.0	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Spirochaetes;V2072-189E03	V2072-189E03	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Cyanobacteria;Oxyphotobacteria	Oxyphotobacteria	None	4.0	None	None	None	None	None	None	None	None	5.5	None	None	None	None	3.5	2.0	None	None	None	6.0	2.0	None	7.0	2.0	None	None	7.0	None	13.0	None	8.0	6.0	3.0	None	10.0	5.0	None	None	13.5	None	None	4.0	6.0	8.0	9.25	7.25	None	None	None	None	17.0	None	5.25	None	6.0	2.0	None	None	None	None	1.0	None	7.0	None
kingdom	Main genome;Bacteria;Cyanobacteria;Melainabacteria	Melainabacteria	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Cyanobacteria;Sericytochromatia	Sericytochromatia	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Synergistetes;Synergistia	Synergistia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Verrucomicrobia;Verrucomicrobiae	Verrucomicrobiae	None	35.0	17.4	28.0555555556	36.8888888889	18.5	30.4	21.0	19.6666666667	19.0	12.0	15.0	12.6666666667	None	18.0	21.0	21.25	15.3333333333	None	18.9	15.125	13.0	5.5	10.25	32.6666666667	18.25	28.0384615385	8.5	None	22.25	19.45	4.0	5.5	8.0	3.0	13.6666666667	7.0	None	4.25	11.5	11.125	6.0	20.6666666667	None	13.6666666667	None	4.0	13.6666666667	8.5	21.0625	9.0	12.5	None	14.6666666667	16.4	None	6.5	28.0	10.5	9.5	None	None	16.125	8.16666666667	18.0625
kingdom	Main genome;Bacteria;Epsilonbacteraeota;Campylobacteria	Campylobacteria	None	2.5	None	None	None	1.0	None	None	1.0	None	None	1.0	None	None	None	None	None	None	None	None	19.0	2.0	None	None	18.0	1.0	14.5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	2.0	4.16666666667	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None
kingdom	Main genome;Bacteria;Deinococcus-Thermus;Deinococci	Deinococci	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Acidobacteria;Acidobacteriia	Acidobacteriia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Acidobacteria;Thermoanaerobaculia	Thermoanaerobaculia	None	None	None	1.0	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Acidobacteria;Subgroup 6	Subgroup 6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Acidobacteria;Subgroup 17	Subgroup 17	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Chloroflexi;Dehalococcoidia	Dehalococcoidia	None	None	None	None	None	None	None	None	None	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Chloroflexi;Chloroflexia	Chloroflexia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Chloroflexi;Anaerolineae	Anaerolineae	None	None	None	7.0	2.0	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	1.0	None	None	1.0	None	None	None	None	None	3.0	None	None	None	None	None	None	None	None	1.0	None	None	None	None	2.0	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Chloroflexi;JG30-KF-CM66	JG30-KF-CM66	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Chloroflexi;KD4-96	KD4-96	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Chloroflexi;SL56 marine group	SL56 marine group	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Patescibacteria;Gracilibacteria	Gracilibacteria	None	1.0	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4.0	1.0	None	None	12.0	None	4.0	None	None	None	1.0	None	None	None	None	None	None	None	5.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	2.0	None	None	None	None	2.0
kingdom	Main genome;Bacteria;Patescibacteria;Microgenomatia	Microgenomatia	None	None	None	None	1.0	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	1.0	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Patescibacteria;WWE3	WWE3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	1.0	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Patescibacteria;Saccharimonadia	Saccharimonadia	None	1.0	None	2.0	4.0	None	3.0	None	None	2.5	None	None	None	3.5	None	None	1.0	None	None	7.0	None	None	None	None	2.0	2.0	None	None	None	None	1.0	None	None	None	None	2.0	1.0	None	None	None	None	None	None	1.0	None	None	None	None	None	4.0	None	None	None	6.0	None	None	None	None	None	1.0	None	None	None	1.0	10.0
kingdom	Main genome;Bacteria;Patescibacteria;Parcubacteria	Parcubacteria	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Patescibacteria;ABY1	ABY1	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	7.08333333333	5.0	None	1.0	None	None	2.0	3.0	None	None	None	None	None	None	None	None	1.0	None	None	None	1.0	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0
kingdom	Main genome;Bacteria;Planctomycetes;Planctomycetacia	Planctomycetacia	None	8.66666666667	None	13.6	14.125	5.25	12.5	14.0	None	None	None	None	None	10.25	None	9.0	11.5	6.5	None	8.1	None	2.5	1.0	7.0	3.0	None	None	None	None	13.0	10.0	5.0	None	None	None	11.6428571429	3.5	None	None	8.0	16.4	3.5	4.0	None	12.5	None	None	8.0	4.0	10.0	None	None	None	4.0	6.0	2.0	None	None	3.0	None	None	None	4.5	3.0	8.5
kingdom	Main genome;Bacteria;Planctomycetes;Phycisphaerae	Phycisphaerae	None	2.0	None	4.5	4.16666666667	2.0	None	None	2.0	None	None	None	None	None	None	2.0	None	None	None	None	None	None	None	None	1.0	None	None	None	None	3.0	1.0	None	1.0	None	9.0	None	None	None	None	None	5.0	None	None	None	5.0	None	None	None	None	7.0	None	None	2.5	None	None	None	None	1.0	None	1.0	None	None	None	None	None
kingdom	Main genome;Bacteria;Planctomycetes;OM190	OM190	None	None	None	2.0	4.0	None	None	None	1.0	None	None	None	None	1.0	None	1.0	None	None	None	1.0	None	None	None	None	None	2.0	None	None	None	3.0	None	None	None	None	None	None	2.5	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	None	None	4.0	None	None	None	None	None	None	None	None	None	None	3.0
kingdom	Main genome;Bacteria;Planctomycetes;vadinHA49	vadinHA49	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Planctomycetes;Pla3 lineage	Pla3 lineage	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Planctomycetes;BD7-11	BD7-11	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0
kingdom	Main genome;Bacteria;Planctomycetes;SGST604	SGST604	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia	Halanaerobiia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6.0	None	None	None	None	None	None	None	2.0	None	None	None	None	None	None	None	None	8.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Chlamydiae;Chlamydiae (kingdom)	Chlamydiae (kingdom)	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	1.0	1.0	None	None	1.0	None	None	1.0	None	None	None	None	None	None	None	None	None	None	2.0	None	None	1.0	1.0	None	None	2.0	None	None	None	None	None	None	None	1.0	None	None	None	1.0	None	None	None	None	None	None	None	None	4.0
kingdom	Main genome;Bacteria;Chlamydiae;LD1-PA32	LD1-PA32	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Gemmatimonadetes;Gemmatimonadetes (kingdom)	Gemmatimonadetes (kingdom)	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Gemmatimonadetes;BD2-11 terrestrial group	BD2-11 terrestrial group	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None
kingdom	Main genome;Bacteria;Gemmatimonadetes;PAUC43f marine benthic group	PAUC43f marine benthic group	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Gemmatimonadetes;Longimicrobia	Longimicrobia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Lentisphaerae;Lentisphaeria	Lentisphaeria	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
